Frodo,1990
Sam,1325
Gandalf,1122
Aragorn,722
Pippin,685
Merry,544
Gollum,407
Gimli,390
Bilbo,367
Legolas,340
Faramir,297
Saruman,282
Boromir,278
Théoden,223
Strider,232
Elrond,183
Treebeard,151
Sauron,142
Denethor,142
Tom Bombadil,31
Sméagol,157
Éomer,224
Galadriel,84
Isildur,75
Beregond,73
Butterbur,72
Shadowfax,70
Wormtongue,64
Elendil,58
Éowyn,108
Peregrin,52
Glóin,49
Haldir,44
Mithrandir,48
Celeborn,41
Glorfindel,37
Shelob,36
Meriadoc,32
Goldberry,32
