Shire,Tirith,4.0560411267633456e-08
Gondor,Shire,6.228694412116175e-08
Gondor,Mordor,8.04641237057982e-08
Gondor,Rohan,1.5835038182275247e-06
Gondor,Tirith,1.1716486633052265e-07
Gondor,Isengard,1.7863180972597344e-07
Gondor,Rivendell,2.623348960381697e-07
Gondor,Moria,1.2057691094470905e-08
Gondor,Lórien,4.196550460480651e-07
Gondor,Orthanc,3.4951501834939816e-08
Gondor,Middle-earth,7.712783963274641e-08
Gondor,Hobbiton,3.583198716805554e-10
Gondor,Morgul,7.133111903173373e-08
Gondor,Helm's Deep,1.228428501488795e-09
Gondor,Mirkwood,6.158361979313572e-07
Gondor,Ithilien,6.57002882927309e-07
Gondor,Lothlórien,1.659801751766386e-08
Gondor,Osgiliath,2.1111937562001066e-07
Mordor,Shire,8.862207316886165e-08
Mordor,Rohan,7.284877360428664e-08
Mordor,Tirith,1.325654600173227e-07
Mordor,Rivendell,6.117297261702712e-08
Mordor,Moria,2.886571707138947e-07
Mordor,Orthanc,2.495555084711863e-08
Mordor,Morgul,9.121960615989111e-07
Mordor,Osgiliath,4.5722651063725455e-08
Rohan,Shire,1.0180334714618165e-07
Rohan,Tirith,1.542719545498833e-07
Isengard,Shire,4.156131793417295e-08
Isengard,Mordor,7.803011779792773e-07
Isengard,Rohan,2.768392766395032e-07
Isengard,Tirith,9.387174995775045e-08
Isengard,Rivendell,2.175048093526533e-09
Isengard,Moria,1.6723804590396895e-08
Isengard,Lórien,4.648353915635787e-08
Isengard,Orthanc,5.705666393272818e-07
Isengard,Middle-earth,3.7026002321065333e-09
Isengard,Morgul,4.356120860072442e-10
Isengard,Mirkwood,7.860043584999023e-09
Isengard,Ithilien,1.0246792748259354e-08
Isengard,Lothlórien,3.8712839207689335e-10
Isengard,Osgiliath,3.9519884298285414e-08
Black Gate,Shire,8.229727627438874e-10
Black Gate,Gondor,1.5408592233541077e-08
Black Gate,Mordor,1.4619008433690632e-06
Black Gate,Rohan,1.715367334083448e-08
Black Gate,Tirith,1.1782072687147671e-09
Black Gate,Isengard,1.176316099560227e-10
Black Gate,Rivendell,2.722822974569142e-10
Black Gate,Bree,2.69442917621525e-10
Black Gate,Moria,4.504388571256641e-10
Black Gate,Lórien,6.949197780241011e-09
Black Gate,Orthanc,1.2419687163212833e-10
Black Gate,Fangorn,9.733544424700693e-12
Black Gate,Middle-earth,2.646407502909489e-09
Black Gate,Hobbiton,2.857980527882281e-11
Black Gate,Morgul,4.053654021869857e-07
Black Gate,Helm's Deep,9.266236563647654e-12
Black Gate,Mirkwood,1.463573791182064e-09
Black Gate,Ithilien,3.618700271586742e-09
Black Gate,Lothlórien,1.2287403907720704e-11
Black Gate,Osgiliath,5.421933248375512e-08
Black Gate,Edoras,5.183844575712545e-10
Rivendell,Shire,3.6152139337359277e-07
Rivendell,Rohan,8.779657690936994e-08
Rivendell,Tirith,1.1919690247928242e-08
Bree,Shire,1.0120765406721095e-06
Bree,Gondor,3.8338094309214545e-08
Bree,Mordor,2.507593651557494e-09
Bree,Rohan,2.485894543741752e-08
Bree,Tirith,1.0785308020392051e-10
Bree,Isengard,2.995177735277774e-08
Bree,Rivendell,6.158938262471684e-07
Bree,Moria,1.8312291460699188e-10
Bree,Lórien,7.329522632131918e-11
Bree,Orthanc,2.312125401268437e-09
Bree,Fangorn,1.5339718731882642e-10
Bree,Middle-earth,1.20808359700872e-07
Bree,Hobbiton,5.611169566707714e-09
Bree,Morgul,1.9839882692649726e-10
Bree,Helm's Deep,1.766246660156216e-08
Bree,Mirkwood,5.895134905822014e-09
Bree,Ithilien,5.202374383290577e-11
Bree,Lothlórien,1.4203069255096295e-11
Bree,Osgiliath,3.4448809187828314e-11
Bree,Edoras,1.0196333668834476e-10
Moria,Shire,1.088951776688194e-08
Moria,Rohan,1.045426262060319e-08
Moria,Tirith,2.236525236183194e-08
Moria,Rivendell,3.315383231137085e-08
Moria,Orthanc,4.882345115122463e-09
Moria,Osgiliath,1.2822407146725396e-09
Lórien,Shire,1.3081727748681744e-09
Lórien,Mordor,1.0535818882346522e-08
Lórien,Rohan,3.308330075479371e-08
Lórien,Tirith,1.1366127250895495e-08
Lórien,Rivendell,7.299777687075399e-07
Lórien,Moria,8.868399605632394e-07
Lórien,Orthanc,1.4278388071422475e-09
Lórien,Middle-earth,2.678802776120655e-08
Lórien,Morgul,2.4513860165415093e-09
Lórien,Mirkwood,1.952807542956508e-08
Lórien,Osgiliath,1.1276832089829108e-07
Orthanc,Shire,2.2202285387147884e-09
Orthanc,Rohan,5.453305583963425e-07
Orthanc,Tirith,6.409501119334203e-08
Orthanc,Rivendell,2.03492660862527e-09
Orthanc,Osgiliath,2.2201650000740175e-07
Anduin,Shire,3.26495580444364e-09
Anduin,Gondor,2.7919801183410976e-07
Anduin,Mordor,1.7210119893362228e-07
Anduin,Rohan,5.849034428726441e-08
Anduin,Tirith,9.370177125502819e-08
Anduin,Isengard,6.776502969007739e-09
Anduin,Black Gate,3.4202848494393837e-09
Anduin,Rivendell,1.6396890411751902e-07
Anduin,Bree,2.166298684652826e-09
Anduin,Moria,2.9580750302537027e-09
Anduin,Lórien,2.83299754208836e-07
Anduin,Orthanc,2.95468728603127e-09
Anduin,Fangorn,5.541799145889809e-09
Anduin,Middle-earth,1.0550590179277557e-08
Anduin,Hobbiton,1.6266919144382407e-10
Anduin,Morgul,1.0538704741161405e-08
Anduin,Helm's Deep,1.299106815693626e-10
Anduin,Mirkwood,8.921982393390191e-08
Anduin,Ithilien,2.1052588582578904e-07
Anduin,Lothlórien,9.83255382557963e-09
Anduin,Osgiliath,5.409204254737782e-06
Anduin,Edoras,8.579982642823428e-10
Anduin,Barad-dûr,6.374383668909412e-10
Fangorn,Shire,1.2444064335739452e-09
Fangorn,Gondor,4.009984873711724e-09
Fangorn,Mordor,9.921879694160403e-09
Fangorn,Rohan,8.241265780305148e-07
Fangorn,Tirith,4.783022385541125e-07
Fangorn,Isengard,6.248981237615795e-07
Fangorn,Rivendell,1.1125291177351532e-08
Fangorn,Moria,1.831215590055358e-10
Fangorn,Lórien,1.6203600150046783e-09
Fangorn,Orthanc,2.9330117902195984e-08
Fangorn,Middle-earth,7.0606686218893e-08
Fangorn,Hobbiton,3.403878735976489e-11
Fangorn,Morgul,1.0057630889870364e-11
Fangorn,Helm's Deep,3.7514558160323503e-07
Fangorn,Mirkwood,2.3364645954424447e-08
Fangorn,Ithilien,1.0825637724141976e-10
Fangorn,Lothlórien,1.47122503713728e-09
Fangorn,Osgiliath,3.787774587532e-11
Middle-earth,Shire,1.1567156097872408e-07
Middle-earth,Mordor,4.9930940109646343e-08
Middle-earth,Rohan,3.0385026205186996e-09
